Mapping Category,Mapping Value,Taxonomy Code
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Ganhos por aumentos de justo valor - Em propriedades de investimento - Terrenos e recursos naturais,597
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Ganhos por aumentos de justo valor - Em propriedades de investimento - Edifícios e outras construções,598
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Ganhos por aumentos de justo valor - Em propriedades de investimento - Outras propriedades de investimento,599
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Ganhos por aumentos de justo valor - Em propriedades de investimento - Propriedades de investimento em curso,600
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Ganhos por aumentos de justo valor - Em ativos biológicos - Consumíveis,601
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Ganhos por aumentos de justo valor - Em ativos biológicos - De produção,602
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Outros rendimentos - Rendimentos suplementares - Serviços sociais,603
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Outros rendimentos - Rendimentos suplementares - Aluguer de equipamento,604
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),"S: Outros rendimentos - Rendimentos suplementares - Estudos, projetos e assistência tecnológica",605
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Outros rendimentos - Rendimentos suplementares - Royalties,606
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Outros rendimentos - Rendimentos suplementares - Desempenho de cargos sociais noutras empresas,607
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Outros rendimentos - Rendimentos suplementares - Outros rendimentos suplementares,608
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Outros rendimentos - Descontos de pronto pagamento obtidos,609
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Outros rendimentos - Recuperação de dívidas a receber,610
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Outros rendimentos - Ganhos em inventários - Sinistros,611
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Outros rendimentos - Ganhos em inventários - Sobras,612
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Outros rendimentos - Ganhos em inventários - Outros ganhos,613
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),"S: Outros rendimentos - Rendimentos em subsidiárias, associadas e empreendimentos conjuntos - Aplicação do método da equivalência patrimonial",614
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),"S: Outros rendimentos - Rendimentos em subsidiárias, associadas e empreendimentos conjuntos - Alienações",615
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),"S: Outros rendimentos - Rendimentos em subsidiárias, associadas e empreendimentos conjuntos - Outros rendimentos",616
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Outros rendimentos - Rendimentos nos restantes ativos financeiros - Diferenças de câmbio favoráveis,617
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Outros rendimentos - Rendimentos nos restantes ativos financeiros - Alienações,618
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Outros rendimentos - Rendimentos nos restantes ativos financeiros - Outros rendimentos,619
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Outros rendimentos - Rendimentos em investimentos não financeiros - Alienações,620
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Outros rendimentos - Rendimentos em investimentos não financeiros - Sinistros,621
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Outros rendimentos - Rendimentos em investimentos não financeiros - Rendas e outros rendimentos em propriedades de investimento,622
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Outros rendimentos - Rendimentos em investimentos não financeiros - Outros rendimentos,623
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Outros rendimentos - Outros - Correções relativas a períodos anteriores,624
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Outros rendimentos - Outros - Excesso da estimativa para impostos,625
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Outros rendimentos - Outros - Imputação de subsídios para investimentos,626
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Outros rendimentos - Outros - Ganhos em outros instrumentos financeiros,627
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Outros rendimentos - Outros - Restituição de impostos,628
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Outros rendimentos - Outros - Diferenças de câmbio favoráveis,629
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Outros rendimentos - Outros - Outros não especificados,630
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),"S: Juros, dividendos e outros rendimentos similares - Juros obtidos - De depósitos",631
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),"S: Juros, dividendos e outros rendimentos similares - Juros obtidos - De outras aplicações de meios financeiros líquidos",632
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),"S: Juros, dividendos e outros rendimentos similares - Juros obtidos - De financiamentos concedidos a associadas e empreendimentos conjuntos",633
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),"S: Juros, dividendos e outros rendimentos similares - Juros obtidos - De financiamentos concedidos a subsidiárias",634
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),"S: Juros, dividendos e outros rendimentos similares - Juros obtidos - De financiamentos obtidos",635
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),"S: Juros, dividendos e outros rendimentos similares - Juros obtidos - De outros financiamentos concedidos",636
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),"S: Juros, dividendos e outros rendimentos similares - Dividendos obtidos - De aplicações de meios financeiros líquidos",637
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),"S: Juros, dividendos e outros rendimentos similares - Dividendos obtidos - De associadas e empreendimentos conjuntos",638
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),"S: Juros, dividendos e outros rendimentos similares - Dividendos obtidos - De subsidiárias",639
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),"S: Juros, dividendos e outros rendimentos similares - Dividendos obtidos - Outras",640
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),"S: Juros, dividendos e outros rendimentos similares - Diferenças de câmbio favoráveis",641
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),"S: Juros, dividendos e outros rendimentos similares - Outros rendimentos similares",642
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Resultado líquido do período - Resultado antes de impostos,643
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Resultado líquido do período - Imposto sobre o rendimento do período - Imposto estimado para o período,644
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Resultado líquido do período - Imposto sobre o rendimento do período - Imposto diferido,645
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Resultado líquido do período - Resultado líquido,646
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Dividendos antecipados,647
